periodo,customer_id,product_id,plan_precios_cuidados,cust_request_qty,cust_request_tn,tn,cat1,cat2,cat3,brand,sku_size,descripcion
201911,10003,20001,0,9,99.08257,86.14415,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201912,10003,20001,0,9,113.98137,102.27517,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201701,10004,20001,0,9,184.72927,184.72927,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201702,10004,20001,0,9,104.03894,104.03894,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201703,10004,20001,0,16,313.90769,295.43924,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201704,10004,20001,0,9,267.356,247.65632,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201705,10004,20001,0,7,197.33259,188.37819,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201706,10004,20001,0,8,232.4898,195.02683,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201707,10004,20001,0,4,407.02225,379.4427,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201708,10004,20001,0,8,247.01832,237.16848,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201709,10004,20001,0,4,159.5786,141.72577,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201710,10004,20001,0,11,437.37767,437.37767,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201711,10004,20001,0,10,183.75548,183.50924,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201712,10004,20001,0,3,103.59122,86.354,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201801,10004,20001,0,17,416.64823,414.05146,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201802,10004,20001,0,5,196.8433,139.17489,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201803,10004,20001,0,13,289.05899,288.31965,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201804,10004,20001,0,6,174.29247,173.83356,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201805,10004,20001,0,10,228.9933,228.9933,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201806,10004,20001,0,8,240.37466,240.37466,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201807,10004,20001,0,2,152.5502,152.5502,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201808,10004,20001,0,8,384.82574,384.82574,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201809,10004,20001,0,12,249.58279,191.07422,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201810,10004,20001,0,12,510.65893,469.45761,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201811,10004,20001,0,14,96.11402,96.11402,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201812,10004,20001,0,14,236.78999,236.78999,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201901,10004,20001,0,10,70.23717,70.23717,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201902,10004,20001,0,19,155.26111,155.26111,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201903,10004,20001,0,10,102.64484,102.64484,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201904,10004,20001,0,11,91.67799,91.67799,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201905,10004,20001,0,23,389.02653,389.02653,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201906,10004,20001,0,15,66.71971,66.71971,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201907,10004,20001,0,22,228.62366,228.62366,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201908,10004,20001,0,3,96.11402,96.11402,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201909,10004,20001,0,12,288.34205,288.34205,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201910,10004,20001,0,12,327.91907,324.96172,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201911,10004,20001,0,15,195.67828,195.67828,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201912,10004,20001,0,8,34.6481,34.6481,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201701,10005,20001,0,23,19.08407,19.08407,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201702,10005,20001,0,8,5.17117,5.17117,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201703,10005,20001,0,10,5.17117,5.17117,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201704,10005,20001,0,2,0.86186,0.86186,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201705,10005,20001,0,59,38.50392,37.95546,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201706,10005,20001,0,28,19.08407,19.08407,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201707,10005,20001,0,32,43.35049,43.35049,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201708,10005,20001,0,48,67.53856,67.53856,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201709,10005,20001,0,8,6.22331,6.22331,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201710,10005,20001,0,7,6.15615,6.15615,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201711,10005,20001,0,29,32.50447,32.50447,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201712,10005,20001,0,34,31.39637,30.78075,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201801,10005,20001,0,7,4.43243,4.43243,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201802,10005,20001,0,14,12.19678,12.19678,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201803,10005,20001,0,34,36.72048,36.72048,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201804,10005,20001,0,9,4.55925,4.55925,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201805,10005,20001,0,24,17.25123,15.03322,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201806,10005,20001,0,30,30.55933,29.57354,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201807,10005,20001,0,23,24.0285,24.0285,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201808,10005,20001,0,30,41.27974,32.26205,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201809,10005,20001,0,12,15.40289,15.32447,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201810,10005,20001,0,27,36.46284,34.46886,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201811,10005,20001,0,13,17.13921,15.64933,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201812,10005,20001,0,18,20.83591,19.35723,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201901,10005,20001,0,7,6.53082,6.53082,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201902,10005,20001,0,9,4.55925,4.55925,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201903,10005,20001,0,10,6.90049,6.90049,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201904,10005,20001,0,31,26.61619,22.18016,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201905,10005,20001,0,24,16.63512,15.89578,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201907,10005,20001,0,11,8.25595,8.25595,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201909,10005,20001,0,16,12.804,12.804,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201910,10005,20001,0,17,17.87855,17.13921,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201911,10005,20001,0,12,12.22149,12.22149,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201912,10005,20001,0,25,19.60368,19.60368,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201701,10006,20001,0,49,43.83179,43.83179,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201702,10006,20001,0,48,41.49245,41.49245,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201703,10006,20001,0,32,28.68766,28.68766,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201704,10006,20001,0,16,11.57356,11.57356,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201705,10006,20001,0,63,88.77168,87.97698,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201706,10006,20001,0,4,10.21921,10.09609,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201707,10006,20001,0,32,39.64561,39.56726,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201708,10006,20001,0,38,67.84077,67.84077,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201709,10006,20001,0,10,6.67103,6.67103,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201710,10006,20001,0,51,75.41843,74.80282,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201711,10006,20001,0,44,49.00295,46.54049,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201712,10006,20001,0,16,16.71115,16.71115,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201801,10006,20001,0,30,38.44796,38.44796,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201803,10006,20001,0,45,51.98895,51.65288,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201804,10006,20001,0,33,40.18193,40.18193,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201805,10006,20001,0,18,29.8648,29.8648,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201806,10006,20001,0,71,83.24281,83.24281,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201807,10006,20001,0,34,38.07594,38.07594,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201808,10006,20001,0,62,66.54047,65.0618,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201809,10006,20001,0,23,48.05701,48.05701,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201810,10006,20001,0,33,98.08559,93.64956,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201811,10006,20001,0,17,55.4504,45.09965,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201812,10006,20001,0,30,45.83899,45.83899,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201901,10006,20001,0,9,15.08923,15.08923,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201902,10006,20001,0,5,3.55107,3.55107,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201903,10006,20001,0,25,32.75494,32.0156,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201904,10006,20001,0,37,108.57075,107.2041,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201905,10006,20001,0,9,19.2228,17.74413,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201906,10006,20001,0,27,65.46507,61.02904,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201907,10006,20001,0,4,5.91471,5.91471,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201908,10006,20001,0,46,66.54047,65.80114,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201909,10006,20001,0,7,8.0207,6.54203,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201910,10006,20001,0,54,59.38233,57.16432,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201911,10006,20001,0,26,37.8743,37.8743,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201912,10006,20001,0,20,20.70148,20.70148,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201701,10007,20001,0,3,65.12087,65.12087,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201702,10007,20001,0,3,28.93391,28.93391,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201703,10007,20001,0,1,73.8738,73.8738,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201704,10007,20001,0,4,113.02691,113.02691,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201705,10007,20001,0,5,216.36069,216.36069,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201706,10007,20001,0,3,44.83916,44.82796,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201707,10007,20001,0,4,44.07803,44.07803,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201708,10007,20001,0,5,31.39636,31.39636,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201709,10007,20001,0,3,144.66952,144.66952,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201710,10007,20001,0,2,114.29172,114.29172,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201711,10007,20001,0,6,84.69743,83.4662,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201712,10007,20001,0,3,99.11402,81.69771,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201801,10007,20001,0,5,108.58329,49.48425,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201802,10007,20001,0,4,110.5749,89.62697,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201803,10007,20001,0,5,71.07732,71.07732,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201804,10007,20001,0,5,127.37908,127.37908,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201805,10007,20001,0,6,58.99016,54.77817,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201806,10007,20001,0,5,105.35575,100.72928,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201807,10007,20001,0,5,162.03838,154.39854,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201808,10007,20001,0,6,131.35582,125.44112,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201809,10007,20001,0,4,163.88672,163.88672,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201810,10007,20001,0,3,121.99087,121.99087,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201811,10007,20001,0,5,105.0981,105.0981,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201812,10007,20001,0,5,89.95286,89.95286,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201901,10007,20001,0,5,146.51227,146.51227,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201902,10007,20001,0,6,151.68764,108.06666,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201903,10007,20001,0,5,310.52221,243.2424,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201904,10007,20001,0,3,82.80592,82.80592,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201905,10007,20001,0,2,80.58791,80.58791,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201906,10007,20001,0,6,137.02409,98.57848,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201907,10007,20001,0,5,114.84393,105.97187,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201908,10007,20001,0,6,189.98762,189.98762,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201909,10007,20001,0,5,228.56765,209.23282,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201910,10007,20001,0,5,160.43648,160.43648,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201911,10007,20001,0,3,118.09254,116.61386,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201912,10007,20001,0,4,112.51389,109.55654,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201701,10008,20001,0,37,33.18724,33.18724,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201702,10008,20001,0,11,11.47282,11.47282,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201703,10008,20001,0,29,23.37098,23.37098,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201704,10008,20001,0,16,21.79277,21.79277,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201705,10008,20001,0,22,32.01198,32.01198,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201706,10008,20001,0,8,25.85583,25.85583,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201707,10008,20001,0,11,21.54653,21.54653,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201708,10008,20001,0,16,40.63059,40.63059,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201709,10008,20001,0,11,35.70567,35.70567,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
